#{"t_start": 1711713967.3744276, "env_id": "None"}
r,l,t
-51.509399,199,9972.777752
-43.559818,199,9976.385849
-45.881101,199,9979.992676
-54.435104,199,9983.656342
-54.837332,199,9987.268354
-27.373678,199,9991.829909
-40.188571,199,9995.414915
-31.033605,199,9999.078998
-42.818473,199,10002.683943
-30.14734,199,10006.282759
-36.59639,199,10009.878972
-45.925458,199,10013.477252
-25.013843,199,10017.146412
-40.327846,199,10020.75096
-31.752354,199,10024.367705
-44.047873,199,10027.984812
-33.164833,199,10032.566905
-31.355309,199,10036.180888
-45.290603,199,10039.781313
-47.251252,199,10043.382095
-42.517887,199,10047.005479
-48.013727,199,10050.744355
-18.046116,199,10054.37337
-50.722387,199,10058.021431
-46.635596,199,10061.598028
-31.5359,199,10065.179657
-28.208172,199,10069.777393
-41.323534,199,10073.399853
-59.310648,199,10077.056784
-49.078333,199,10080.684944
-60.410539,199,10084.367152
-36.886291,199,10087.98199
-40.839631,199,10091.596591
-34.953422,199,10095.204351
-38.380451,199,10098.797186
-33.852936,199,10102.458637
-33.004501,199,10107.056669
-45.780204,199,10110.657957
-32.595559,199,10114.279096
-50.859702,199,10117.880499
-33.638,199,10121.565216
-72.465247,199,10125.186063
-45.986595,199,10128.772599
-41.426103,199,10132.372534
-40.54999,199,10136.051355
-42.029172,199,10139.674969
-44.850651,199,10144.191403
-40.331554,199,10147.773501
-53.45481,199,10151.438476
-61.707296,199,10155.040343
-41.497924,199,10158.656702
-62.677215,199,10162.262752
-50.89573,199,10165.883954
-54.269761,199,10169.558264
-57.695482,199,10173.156171
-53.554206,199,10176.755815
-38.884362,199,10180.371771
-52.790565,199,10185.226907
-59.970106,199,10188.869638
-35.603216,199,10192.482991
-51.329663,199,10196.076755
-45.53903,199,10199.680731
-50.6133,199,10203.341791
-62.558116,199,10206.942425
-57.014859,199,10210.560657
-58.225839,199,10214.167805
-48.805599,199,10217.859833
-50.516988,199,10222.389257
-64.157608,199,10225.97171
-32.608733,199,10229.580233
-48.09743,199,10233.184536
-52.231318,199,10236.863902
-41.524467,199,10240.469403
-40.448393,199,10244.074099
-50.965106,199,10247.672753
-41.122179,199,10251.352648
-38.165658,199,10254.955982
-52.691257,199,10259.476279
-50.553063,199,10263.084618
-41.744814,199,10266.698665
-54.204147,199,10270.374286
-45.73245,199,10273.977582
-50.573448,199,10277.575508
-58.658782,199,10281.17304
-34.50174,199,10284.796887
-46.034696,199,10288.454616
-41.648267,199,10292.057692
-23.55708,199,10295.662836
-40.543273,199,10300.191072
-46.833494,199,10303.84673
-33.969258,199,10307.446143
-44.098906,199,10311.042208
-32.871914,199,10314.681509
-43.132221,199,10318.275959
-64.940588,199,10321.942774
-46.599348,199,10325.540939
-51.272099,199,10329.137403
-74.420051,199,10332.757284
-35.283944,199,10337.361814
-35.250167,199,10340.968167
-50.108745,199,10344.577101
-42.260587,199,10348.180344
-44.398861,199,10351.779356
-27.206079,199,10355.475107
-54.197118,199,10359.0802
-44.621395,199,10362.677686
-59.577004,199,10366.274798
-46.687265,199,10369.947129
-44.24986,199,10374.471253
-28.741917,199,10378.081644
-45.074785,199,10381.686991
-24.286657,199,10385.287295
-61.839326,199,10388.962874
-60.83952,199,10392.602643
-27.271788,199,10396.227324
-48.723505,199,10399.852425
-52.140669,199,10403.562248
-42.467785,199,10407.172713
-48.800286,199,10411.687724
-27.214914,199,10415.311054
-36.3237,199,10418.900829
-42.707739,199,10422.559548
-37.656948,199,10426.174154
-37.895965,199,10429.777048
-31.49994,199,10433.383739
-28.026996,199,10436.976254
-26.530017,199,10440.645407
-27.834664,199,10444.254985
-46.257475,199,10447.878793
-31.401235,199,10452.396299
-37.59568,199,10456.058061
-37.376101,199,10459.684483
-36.70553,199,10463.31503
-43.484689,199,10466.944596
-29.961339,199,10470.560174
