#{"t_start": 1710435168.6350129, "env_id": "None"}
r,l,t
-71.260129,199,600.279433
14.053011,199,603.904705
-23.796685,199,607.49682
-120.602911,199,612.062548
-40.840985,199,615.641697
-28.95136,199,619.226636
-66.362848,199,622.793649
-88.66393,199,626.396145
-47.541621,199,630.064797
-13.58878,199,633.651422
-56.076743,199,637.225084
-48.739154,199,640.795637
4.280652,199,644.461236
-17.080194,199,648.927341
22.799022,199,652.49554
-44.0117,199,656.097573
-25.692057,199,659.701391
-80.474812,199,663.390911
-54.657239,199,666.981459
-53.761693,199,670.588692
-1.682064,199,674.178751
-49.123983,199,677.820314
15.029765,199,681.412458
-68.235986,199,685.028138
-21.371439,199,689.499778
-32.574595,199,693.096312
-29.740132,199,696.781829
-44.749285,199,700.430977
-33.999501,199,704.016484
-43.788884,199,707.600341
-74.039974,199,711.197632
-51.743067,199,714.871719
-87.564063,199,718.481498
-57.566595,199,722.083249
-18.715757,199,726.52643
-78.611908,199,730.175251
-98.720285,199,733.779778
-128.464849,199,737.392453
-55.908637,199,740.982924
-99.164568,199,744.59666
-20.337143,199,748.297631
-79.784837,199,751.892338
-84.764506,199,755.484907
42.4705,199,759.099864
-51.476986,199,763.60831
2.674403,199,767.201715
-88.02589,199,770.801136
-15.974336,199,774.402731
-33.107839,199,777.999906
14.422393,199,781.664658
26.775048,199,785.229288
-40.867088,199,788.80045
-25.785912,199,792.389964
-35.761506,199,796.049299
-38.719368,199,799.617578
-96.973607,199,804.047989
-78.045844,199,807.631756
-53.818763,199,811.201643
-31.21019,199,814.89167
-77.974476,199,818.491195
-12.278975,199,822.088768
-44.203122,199,825.687944
-50.718412,199,829.393054
-46.819769,199,832.989301
-42.199409,199,836.598276
-12.109379,199,841.053463
-25.009381,199,844.633071
-65.130224,199,848.269952
-35.24545,199,851.840355
23.143713,199,855.424906
-28.18067,199,859.004508
-3.759954,199,862.610668
-15.179384,199,866.268908
-65.31771,199,869.836471
1.312665,199,873.421755
-71.241859,199,877.913522
-90.883387,199,881.571667
-74.719034,199,885.190087
-59.328066,199,888.788145
-18.204384,199,892.370461
-58.527506,199,895.931627
-46.196925,199,899.581726
-33.477371,199,903.199961
-62.806585,199,906.786714
-49.885355,199,910.374703
-34.69424,199,914.890266
24.964033,199,918.48724
-102.953632,199,922.050492
-23.106694,199,925.62263
-28.783506,199,929.214906
14.447492,199,932.867758
-60.17555,199,936.488371
-25.733728,199,940.092288
-21.639045,199,943.707404
-69.306884,199,947.376862
-73.173954,199,950.976658
-30.257189,199,955.414675
-58.775284,199,958.995522
-27.383006,199,962.605613
-2.97807,199,966.274555
-37.094665,199,969.919367
-48.234675,199,973.513474
9.1305,199,977.092753
-49.545174,199,980.718983
-22.167425,199,984.387646
-80.204434,199,987.990493
-81.314077,199,992.47427
-47.789046,199,996.038739
-49.21516,199,999.72813
-38.58107,199,1003.324046
-18.705289,199,1006.895433
-43.851665,199,1010.508432
6.269495,199,1014.094807
-48.356408,199,1017.759506
-143.325088,199,1021.329217
-36.518332,199,1024.90631
-45.475829,199,1029.375137
-10.69386,199,1033.007317
-39.748588,199,1036.608003
-22.303248,199,1040.191973
-56.676362,199,1043.777193
-59.778913,199,1047.359338
-9.624192,199,1050.986499
-28.87487,199,1054.581085
-27.627014,199,1058.192067
-25.390555,199,1061.790545
-26.539745,199,1065.441093
-5.911924,199,1069.924429
-7.504996,199,1073.497729
-38.599826,199,1077.095894
-57.547857,199,1080.69593
-24.675988,199,1084.360026
-50.825419,199,1087.928282
-12.173654,199,1091.527262
-30.522135,199,1095.105639
-76.130052,199,1098.701184
-48.656253,199,1102.388204
-71.970777,199,1106.896352
-46.661394,199,1110.496171
-43.720405,199,1114.079173
-41.476768,199,1117.746319
-88.202938,199,1121.312412
-31.854768,199,1124.896845
-53.718339,199,1128.48241
-4.765383,199,1132.081334
-69.290284,199,1135.75242
-25.762695,199,1139.327449
-46.897138,199,1143.8279
-8.099098,199,1147.417659
-97.031679,199,1151.062805
-50.928437,199,1154.630929
-46.283695,199,1158.201915
-59.578797,199,1161.805459
-87.541228,199,1165.402602
-50.53182,199,1169.071613
-41.173181,199,1172.669554
7.774561,199,1176.268197
-43.595152,199,1179.872495
-58.838251,199,1184.398741
3.829014,199,1187.998239
3.124086,199,1191.58625
25.070234,199,1195.193568
-58.781693,199,1198.818254
-36.568209,199,1202.481047
8.301932,199,1206.101238
-44.384347,199,1209.702671
-54.942016,199,1213.286614
-58.475037,199,1216.947047
-57.539444,199,1221.433614
-23.395226,199,1225.003528
-14.46279,199,1228.604604
1.273398,199,1232.201952
-42.07639,199,1235.865269
-93.792909,199,1239.433848
-76.363394,199,1243.001686
-58.102385,199,1246.588698
-46.305906,199,1250.202674
-25.747093,199,1253.866131
-19.809558,199,1258.385603
-102.07239,199,1261.9747
-86.461521,199,1265.591762
-23.090693,199,1269.261558
-16.670246,199,1272.833174
-30.92531,199,1276.402418
-67.765004,199,1279.986699
-35.908248,199,1283.590834
-12.781394,199,1287.255142
-43.504762,199,1290.841089
22.318598,199,1295.341054
-61.112308,199,1298.918539
-22.814562,199,1302.593444
-54.506195,199,1306.189162
-25.157652,199,1309.820096
-92.079033,199,1313.383709
-12.489972,199,1316.96993
-63.958639,199,1320.601314
-69.276736,199,1324.184018
-67.625338,199,1327.770753
-90.789234,199,1331.334518
-103.03195,199,1335.801965
-13.866046,199,1339.449603
-76.627663,199,1343.018968
-71.586499,199,1346.590078
-65.51717,199,1350.202967
-43.210959,199,1353.87275
-30.227927,199,1357.473934
-62.997363,199,1361.089633
-43.925024,199,1364.672421
-14.268818,199,1368.234397
-5.164924,199,1372.745381
-29.221205,199,1376.343674
19.578308,199,1379.921311
-39.198896,199,1383.491001
-72.680403,199,1387.089426
-73.182801,199,1390.763469
-53.85552,199,1394.38855
-64.947747,199,1397.988941
-50.055689,199,1401.574952
-39.171584,199,1405.245172
-42.871843,199,1409.691627
-27.5536,199,1413.276108
-39.574076,199,1416.881428
-53.050654,199,1420.478498
-70.175337,199,1424.149238
-15.897741,199,1427.739745
-105.022424,199,1431.338902
-18.592108,199,1434.927104
-3.953168,199,1438.621819
-39.915034,199,1442.209632
-5.920635,199,1445.855485
-40.917534,199,1450.293701
4.091188,199,1453.898325
4.674821,199,1457.580853
-55.730599,199,1461.195588
-8.170022,199,1464.802722
-32.772276,199,1468.402456
-68.937386,199,1472.056862
-58.176381,199,1475.620755
-55.890185,199,1479.207189
-74.960859,199,1482.791189
-2.264902,199,1487.262713
-45.109352,199,1490.957497
-42.44679,199,1494.524149
-85.790006,199,1498.094494
-41.797762,199,1501.680557
-55.857891,199,1505.359347
8.296751,199,1508.983646
-110.881,199,1512.596279
-26.273538,199,1516.197625
-36.452986,199,1519.811988
-25.85726,199,1524.346728
4.472329,199,1527.986845
-72.090474,199,1531.582416
-98.474472,199,1535.194632
-34.193862,199,1538.790491
-12.218337,199,1542.453117
-8.878044,199,1546.060853
-103.409698,199,1549.63125
-66.417498,199,1553.283362
-42.847795,199,1556.961031
4.185567,199,1561.430873
-40.07464,199,1565.040159
-13.640033,199,1568.627094
-62.189713,199,1572.197713
28.000699,199,1575.865318
-47.490498,199,1579.485488
-41.866206,199,1583.1115
17.742814,199,1586.714613
36.973478,199,1590.375276
-71.150811,199,1593.968583
-23.657326,199,1597.544499
-72.070441,199,1602.015434
-46.78384,199,1605.629974
-10.571379,199,1609.280981
-11.675279,199,1612.863587
-45.550161,199,1616.427597
-11.414548,199,1620.01389
-73.540318,199,1623.597741
15.845882,199,1627.234177
-6.673235,199,1630.829521
-2.96773,199,1634.402357
-1.196883,199,1638.881319
-103.054011,199,1642.527919
30.975177,199,1646.117081
36.570176,199,1649.678345
6.44843,199,1653.264447
-0.538815,199,1656.827924
12.057744,199,1660.471318
17.949875,199,1664.076394
-9.668012,199,1667.66664
-26.945833,199,1671.229467
-42.042374,199,1675.750093
3.482473,199,1679.330259
15.768284,199,1682.897406
4.577441,199,1686.484159
-33.326458,199,1690.092293
6.50404,199,1693.748098
-65.722066,199,1697.328871
-24.101735,199,1700.905675
-65.274043,199,1704.498741
-6.868359,199,1708.144721
-10.199884,199,1711.715837
-28.224911,199,1716.173347
12.58236,199,1719.770354
30.108506,199,1723.382149
25.171805,199,1727.033657
-47.544197,199,1730.613229
16.396267,199,1734.201521
-25.458637,199,1737.786909
-40.693491,199,1741.434034
-26.630609,199,1745.003602
-41.731034,199,1748.586518
-35.163591,199,1753.009469
-64.822316,199,1756.586576
-22.400118,199,1760.233561
-18.214067,199,1763.834589
5.593966,199,1767.406655
-75.668232,199,1770.992192
-31.317566,199,1774.588341
-43.095701,199,1778.238769
-1.827806,199,1781.833215
-80.928604,199,1785.407313
-73.529806,199,1789.887055
-17.714529,199,1793.534672
-6.563242,199,1797.104357
-45.37376,199,1800.703136
-71.659941,199,1804.286944
-52.431712,199,1807.872716
-49.578867,199,1811.553183
-45.976939,199,1815.117769
-7.809964,199,1818.704005
8.329801,199,1822.323287
-66.504805,199,1826.875706
-8.907004,199,1830.471509
-53.859509,199,1834.052817
-118.10574,199,1837.618722
-42.569917,199,1841.207652
-53.510636,199,1844.852631
-94.047477,199,1848.419334
-63.31179,199,1851.990286
-61.419617,199,1855.573659
-22.976789,199,1859.222676
-6.070864,199,1862.791821
